word	phonetic	meaning_cn	category	bnc_rank	frq_rank	wordfreq_zipf	exchange_info	data_quality	example_sentence
rainbow	'reinbәu	n. 彩虹\na. 五彩缤纷的	n.	5699	7427		s:rainbows	ecdict_complete	
hook	huk	n. 钩, 钩状, 镰刀, 陷阱\nvt. 挂...于钩上, 钩住, 引上钩, 偷窃\nvi. 弯成钩状, 钩紧\n[计] 钩	n.	4337	3791		s:hooks/d:hooked/p:hooked/i:hooking/3:hooks	ecdict_complete	
roulette	ru:'let	n. 轮盘赌, 点线机, 骑缝线	n.	22154	17440		s:roulettes	ecdict_complete	
decline	di'klain	n. 衰退, 跌落, 下降\nvt. 使降低, 婉谢\nvi. 下降, 衰落, 偏斜	n.	2190	2000		d:declined/p:declined/i:declining/3:declines/s:declines	ecdict_complete	
israeli	iz'reili	a. 以色列的, 以色列人(语)的\nn. 以色列人	a.	4446	2085		s:israelis	ecdict_complete	
medicare	'medi,keә	n. 医疗照顾方案, 医疗照顾项目\n[法] 公办的医疗保险制	n.	28290	0			ecdict_complete	
cord	kɒ:d	n. 绳索, 束缚\n[医] 索, 带	n.	5654	4314		s:cords/p:corded/i:cording/3:cords/d:corded	ecdict_complete	
skiing	'ski:iŋ	n. 滑雪运动, 滑雪术	n.	9053	4983		0:ski/1:i/i:skiing	ecdict_complete	
cloud	klaud	n. 云, 阴暗, 烟雾, 疑团\nvt. 以云遮敝, 笼罩, 使黯然\nvi. 乌云密布, 阴沉	n.	2333	1914		s:clouds/d:clouded/p:clouded/i:clouding/3:clouds	ecdict_complete	
facilitate	fә'siliteit	vt. 使容易, 促进, 帮助\n[法] 使容易, 使便利, 推进	vt.	4044	3568		d:facilitated/3:facilitates/i:facilitating/p:facilitated	ecdict_complete	
subscriber	sʌbs'kraibә	n. 签署者, 捐献者, 订户\n[经] 定户	n.	8110	7205		s:subscribers	ecdict_complete	
valve	vælv	n. 活瓣, 阀, 活门\nv. 装阀, 用阀调节	n.	5127	5952		s:valves/d:valved	ecdict_complete	
proceed	prәu'si:d	vi. 继续进行, 进行, 开始, 发出, 起诉\n[法] 所得, 收入, 收益	vi.	2089	2697		s:proceeds/p:proceeded/i:proceeding/3:proceeds/d:proceeded	ecdict_complete	
knife	naif	n. 小刀, 匕首\nvt. 切割, 伤害, 切, 戳\nvi. 劈开, 穿过	n.	2471	2240		s:knives/d:knifed/i:knifing/p:knifed/3:knifes	ecdict_complete	
jamaica	dʒә'meikә	n. 牙买加	n.	7935	0			ecdict_complete	
priorities	praiˈɔritiz	n. 先( priority的名词复数 ) / 优先 / 优先权 / 优先考虑的事	n.	0	0		0:priority/1:s	ecdict_complete	
shelf	ʃelf	n. 架子, 搁板\n[化] 架子	n.	2930	2947		s:shelves	ecdict_complete	
bookstore	'bukstɒ:	n. 书店	n.	33117	6186		s:bookstores	ecdict_complete	
timing	'taimiŋ	n. 时间选择, 时间测定, 定时, 调速\n[计] 定时器时钟	n.	3768	3808		s:timings/i:timing/0:timing/1:i	ecdict_complete	
parenting	'pεәrәntiŋ	n. 父母对子女的养育	n.	17101	5449		i:parenting/0:parenting/1:i	ecdict_complete	
adopt	ә'dɒpt	vt. 采用, 正式通过, 收养, 接受\n[医] 采取	vt.	1157	1632		d:adopted/p:adopted/i:adopting/3:adopts	ecdict_complete	
incredible	in'kredәbl	a. 难以置信的	a.	4939	3026			ecdict_complete	
fucked	fʌkt	a. 受骗的	a.	48081	0		0:fuck/1:dp/d:fucked/p:fucked	ecdict_complete	
donation	dәu'neiʃәn	n. 捐赠物, 捐款, 捐赠\n[经] 赠品, 捐款, 捐赠	n.	4749	4336		s:donations	ecdict_complete	
outer	'autә	a. 外部的, 外面的, 在外的, 远离中心的\n[机] 外部的, 外面的, 外侧的	a.	3097	3698		s:outers	ecdict_complete	
crop	krɒp	n. 农作物, 产量, 平头\nvt. 收割, 修剪, 种植\nvi. 收获\n[计] 裁剪	n.	2655	2461		s:crops/d:cropped/i:cropping/p:cropped/3:crops	ecdict_complete	
commonwealth	'kɔmәnwelθ	n. 共和国；联邦；国民整体	n.	3891	14121			ecdict_complete	
pharmaceutical	,fɑ:mә'sju:tikәl	a. 药学的, 制药的, 药用的, 药物的, 药剂师的, 药师的\nn. 药品, 成药, 药剂	a.	9039	6268		s:pharmaceuticals	ecdict_complete	
manhattan	mæn'hætәn	n. 曼哈顿	n.	10151	0			ecdict_complete	
tales	'teili:z	n. 候补陪审员召集令	n.	0	0		0:tale/1:s	ecdict_complete	
islam	'izlɑ:m	n. 伊斯兰教	n.	7360	3097			ecdict_complete	
thumbs	θʌmz	n. 拇指( thumb的名词复数 ) / （手套的）拇指部份	n.	0	0		0:thumb/1:s3	ecdict_complete	
lite	lait	a. 低盐的；清淡的；简化的	a.	27643	13595		s:lites	ecdict_complete	
hub	hʌb	n. 毂, 木片, 中心\n[计] 插座 / 插孔 / 集线器, 集中器, 连接器, 中继站	n.	9909	6564		s:hubs	ecdict_complete	
organizational	.ɒ:gәnai'zeiʃәnәl	a. 组织的\n[法] 组织的, 编制的, 机构的	a.	6286	4468			ecdict_complete	
twelve	twelv	num. 十二, 十二个	num.	1447	3218			ecdict_complete	
founder	'faundә	n. 创立者, 建立者\nvt. 使沉没, 使摔倒, 弄跛, 浸水, 破坏\nvi. 沉没, 摔到, 变跛, 倒塌, 失败	n.	4206	2800		s:founders/p:foundered/d:foundered/i:foundering/3:founders	ecdict_complete	
decade	'dekeid	n. 十年, 十	n.	1539	730		s:decades	ecdict_complete	
dispute	dis'pju:t	n. 争论\nv. 争论	n.	2066	2705		s:disputes/d:disputed/3:disputes/p:disputed/i:disputing	ecdict_complete	
portuguese	.pɒ:tju'gi:z	n. 葡萄牙人, 葡萄牙语\na. 葡萄牙的, 葡萄牙人的, 葡萄牙语的	n.	7757	10285			ecdict_complete	
tired	taiәd	a. 疲累的, 疲乏的, 厌倦的	a.	2210	1959		d:tired/0:tired/1:dp/p:tired	ecdict_complete	
adverse	'ædvә:s	a. 不利的, 敌对的, 相反的, 逆的\n[法] 相反的, 敌对的, 逆的	a.	5120	6307			ecdict_complete	
everywhere	'evrihwєә	adv. 各处, 到处	adv.	2578	1938			ecdict_complete	
excerpt	'eksә:pt	n. 摘录\nv. 引用, 摘录	n.	18600	6058		s:excerpts/p:excerpted/d:excerpted/i:excerpting/3:excerpts	ecdict_complete	
steam	sti:m	n. 蒸汽, 精力\na. 蒸汽的\nvi. 蒸发, 行驶, 发怒\nvt. 蒸, 煮, 散发	n.	2756	4139		i:steaming/p:steamed/d:steamed/s:steams/3:steams	ecdict_complete	
discharge	dis'tʃɑ:dʒ	vt. 卸下, 放出, 解雇, 拔染, 履行, 放电\nvi. 卸货, 流出\nn. 卸货, 流出, 放电	vt.	4314	6214		d:discharged/s:discharges/i:discharging/3:discharges/p:discharged	ecdict_complete	
ace	eis	n. 幺点, 好手, 少许, 发球得分\na. 一流的, 杰出的\n[计] 应答允许, 自适应计算机试验, 自动呼叫设备, 自动执行控制	n.	4892	13343		s:aces/i:acing/p:aced/3:aces/d:aced	ecdict_complete	
acute	ә'kju:t	a. 尖锐的, 敏锐的, 激烈的, 严重的, 急性的\n[医] 急性的 / 尖锐的	a.	3249	5255		s:acutes/t:acutest	ecdict_complete	
halloween	.hælәu'i:n	n. (基督教)万圣节前夕	n.	24211	6080			ecdict_complete	
climbing	'klaimiŋ	a. 攀缘而登的, 上升的\nn. 攀登	a.	6665	7361		0:climb/1:i/i:climbing	ecdict_complete	
sing	siŋ	vi. 唱, 唱歌, 演唱, 鸣, 啼\nvt. 唱, 歌颂\nn. 嗖嗖声	vi.	1509	1013		i:singing/p:sang/d:sung/3:sings	ecdict_complete	
perfume	'pә:fju:m	n. 香水, 香气, (悦人的)气氛, 美名\nvt. 洒香水于, 薰香, 使充满香气	n.	7033	6592		s:perfumes/d:perfumed/i:perfuming/3:perfumes/p:perfumed	ecdict_complete	
carol	'kærәl	n. 颂歌, 欢乐的歌\nv. 歌颂, 欢唱	n.	5731	28576		s:carols/i:carolling/p:carolled/3:carols/d:carolled	ecdict_complete	
honest	'ɒnist	a. 诚实的, 坦直的, 可靠的	a.	2681	2530			ecdict_complete	
albany	'ɒ:lbәni	n. 奥尔巴尼(美国纽约州首府)	n.	21258	0			ecdict_complete	
hazardous	'hæzәdәs	a. 危险的, 冒险的, 碰运气的\n[法] 危险的, 冒险的, 碰运气的	a.	7008	5358			ecdict_complete	
restore	ri'stɒ:	vt. 回复, 恢复, 归还, 修补, 修复\nvt. 还原\nvi. 还原\n[计] 还原 / DOS外部命令:从备份盘中取回文件	vt.	2217	2543		d:restored/i:restoring/p:restored/3:restores	ecdict_complete	
stack	stæk	n. 堆叠, 堆, 大量, 书库, 枪架, 烟囱, 堆积, 存贮栈\nvt. 堆积, 堆满, 暗中对...做手脚\nvi. 堆起\n[计] 堆积, 堆栈	n.	6113	4466		s:stacks/d:stacked/i:stacking/p:stacked/3:stacks	ecdict_complete	
methodology	.meθә'dɒlәdʒi	n. 方法学, 方法论\n[化] 操作法 / 工艺	n.	5499	5679		s:methodologies	ecdict_complete	
somebody	'sʌmbɒdi	n. 了不起的人, 大人物\npron. 有人, 某人	n.	1321	1000			ecdict_complete	
sue	su:	vt. 控告, 起诉, 请求\nvi. 提出诉讼, 提出请求	vt.	4092	3137		d:sued/i:suing/p:sued/3:sues	ecdict_complete	
reputation	.repju'teiʃәn	n. 名誉, 名声, 声望\n[法] 名声, 名誉, 公认证据	n.	2235	2411		s:reputations	ecdict_complete	
resistant	ri'zistәnt	n. 抵抗者, 反抗者\na. 抵抗的, 反抗的, 耐...的	n.	7235	6664			ecdict_complete	
hang	hæŋ	n. 悬挂, 诀窍, 意义\nvt. 悬挂, 附着, 装饰, 垂下, 踌躇, 绞死, 使悬而未决\nvi. 悬着, 垂下, 被绞死, 悬而不决	n.	1069	867		i:hanging/p:hung/d:hung/3:hangs	ecdict_complete	
curve	kә:v	n. 曲线, 弯曲, 曲线球\nvt. 弯, 使弯曲\nvi. 成曲形	n.	2506	3462		s:curves/i:curving/p:curved/d:curved/3:curves	ecdict_complete	
creator	kri:'eitә(r)	n. 上帝, 创造者, 创作者	n.	7103	5086		s:creators	ecdict_complete	
amber	'æmbә	n. 琥珀, 琥珀色\na. 琥珀色的, 琥珀似的	n.	12120	13764		s:ambers	ecdict_complete	
coding	'kәudiŋ	n. 译码\n[计] 编码	n.	12466	11854		0:code/1:i/i:coding/s:codings	ecdict_complete	
tracker	'trækә	n. 追踪者, 跟踪雷达, 拉纤者\n[法] 追踪人, 探索者, 追踪空中移动物体的仪器	n.	25385	16135		s:trackers	ecdict_complete	
variation	.vєәri'eiʃәn	n. 变更, 变化, 变种, 变奏\n[医] 变异, 变易 / 变度	n.	1764	2927		s:variations	ecdict_complete	
passage	'pæsidʒ	n. 通道, 通过, 移居, 航行, 一段, 走廊\nvi. 通过, 经过, 航行, 横渡, 争吵\nvt. (使)马以斜横步前进, 使传代	n.	1783	2210		s:passages	ecdict_complete	
trunk	trʌŋk	n. 树干, 干线, 躯干, 主干, 象鼻, 箱子\nvt. 把...放入旅行箱内\na. 树干的, 躯干的, 干线的, 箱形的\n[计] 中继线 / 母线	n.	4993	3533		s:trunks/i:trunking	ecdict_complete	
hiking	'haikiŋ	n. 徒步旅行	n.	43015	13099		0:hike/1:i/i:hiking	ecdict_complete	
damn	dæm	n. 一点, 诅咒, 丝毫\ninterj. 该死, 该死的\nvt. 诅咒, 罚...下地狱\nvi. 指责, 谴责, 骂...该死, 证明...有罪	n.	6565	4414		d:damned/p:damned/i:damning/3:damns	ecdict_complete	
pierre	pi(:)'eә, peә	n. 皮埃尔（男子名）	n.	6657	0			ecdict_complete	
headset	'hedset	n. (一副)耳机\n[电] 头载机组	n.	26316	11219		s:headsets/3:headsets	ecdict_complete	
photograph	'fәutәgrɑ:f	n. 相片, 照片, 逼真的描绘\nv. 照相, 摄影	n.	1611	1481		s:photographs/d:photographed/p:photographed/i:photographing/3:photographs	ecdict_complete	
oakland	'әuklәnd	n. 奥克兰（美国加州西部城市）	n.	28477	0			ecdict_complete	
colombia	kә'læmbiә	n. 哥伦比亚	n.	9302	0			ecdict_complete	
waves	weivz	n. 波（wave的复数形式）	n.	0	0		0:wave/1:s3	ecdict_complete	
camel	'kæml	n. 骆驼, 打捞浮筒	n.	7869	6953		s:camels	ecdict_complete	
distributor	dis'tribjutә	n. 分发者, 分布者, 散布者, 分配者, 销售者, 分配器, 配电盘, 自动拆版机\n[计] 分配器	n.	5851	7443		s:distributors	ecdict_complete	
underlying	.ʌndә'laiiŋ	a. 在下面的\n[经] 优先的, 基础的, 放在下面的	a.	3334	4265		i:underlying/0:underlying/1:i	ecdict_complete	
hood	hud	n. 头巾, 兜帽, 覆盖, 强盗\nvt. 罩上, 覆盖	n.	7836	5182		s:hoods/i:hooding/p:hooded/3:hoods/d:hooded	ecdict_complete	
wrestling	'resliŋ	n. 摔跤	n.	11932	6894		0:wrestle/1:i/i:wrestling/s:wrestlings	ecdict_complete	
suicide	'sjuisaid	n. 自杀, 自杀者\nv. 自杀\na. 自杀的	n.	3655	2274		s:suicides	ecdict_complete	
archived	'ɑ:rkaɪvd	v. 存档( archive的过去式和过去分词 )	v.	0	32208		0:archive/1:dp/d:archived	ecdict_complete	
chi	kai, ki:	n. 希腊语的第22个字母\n[医] 卡, χ(希腊文的第二十二个字母)	n.	17363	10943			ecdict_complete	
arabia	ә'reibiә	n. 阿拉伯半岛	n.	5858	0			ecdict_complete	
gathering	'gæðәriŋ	n. 聚集, 集中, 采集\n[化] 富集	n.	4936	3999		0:gather/1:i/s:gatherings/i:gathering	ecdict_complete	
projection	prә'dʒekʃәn	n. 发射, 计划, 突出部分, 设计, 推测\n[计] 投影	n.	5368	4755		s:projections	ecdict_complete	
juice	dʒu:s	n. 汁, 活力, 体液\nvt. 挤出汁来, 加汁	n.	3724	2310		s:juices	ecdict_complete	
chase	tʃeis	n. 追求, 狩猎, 追逐\nvt. 追捕, 追逐, 雕刻, 在...上镶嵌宝石\nvi. 追赶, 奔跑	n.	3378	3312		i:chasing/d:chased/p:chased/3:chases/s:chases	ecdict_complete	
mathematical	.mæθә'mætikl	a. 数学的, 精确的\n[机] 数学上的	a.	4809	6512			ecdict_complete	
logical	'lɒdʒikәl	a. 合乎逻辑的, 合理的\n[法] 逻辑的, 符合逻辑的	a.	3188	4569		s:logicals	ecdict_complete	
sauce	sɒ:s	n. 酱油, 调味汁, 酱\nvt. 给...调味, 使增加趣味	n.	4226	2289		s:sauces/d:sauced/i:saucing/p:sauced/3:sauces	ecdict_complete	
fame	feim	n. 名望, 名声, 传说	n.	5040	4593			ecdict_complete	
extract	ik'strækt	n. 榨出物, 精汁, 摘录, 选段\nvt. (费力地)取出, 采掘, 榨取, 摘录, 吸取\n[计] 提取	n.	3787	4971		s:extracts/d:extracted/i:extracting/p:extracted/3:extracts	ecdict_complete	
diagnostic	daiәg'nɒstik	a. 诊断的, 有助于诊断的, 特征的\nn. 诊断, 病的征候, 诊断法\n[计] 诊断的	a.	7399	6657			ecdict_complete	
panama	.pænә'mɑ:	n. 巴拿马, 巴拿马城	n.	8319	0		s:panamas	ecdict_complete	
indianapolis	'indiә'næpәlis	n. 印第安纳波利斯（美国印第安纳州首府）	n.	25377	0			ecdict_complete	
payable	'peiәbl	a. 可付的, 到期的, 应付的, 有利益的\n[经] 应付的	a.	4051	18260		s:payables	ecdict_complete	
courtesy	'kә:tisi	n. 礼貌, 谦恭, 好意\n[法] 优待, 礼貌, 恩惠	n.	5265	5380		s:courtesies	ecdict_complete	
criticism	'kritisizm	n. 批评, 评论, 非难\n[法] 批判, 批评, 评论	n.	1587	2093		s:criticisms	ecdict_complete	
automobile	'ɒ:tәmәbi:l	n. 汽车\n[机] 汽车	n.	11452	4005		s:automobiles	ecdict_complete	
confidential	.kɒnfi'denʃәl	a. 机密的, 获他人信赖的, 易于信任他人的\n[经] 秘密件	a.	5254	7010			ecdict_complete	
statutory	'stætjutәri	a. 法令的, 法定的, 可依法惩处的\n[经] 法定的	a.	2362	9668			ecdict_complete	
athens	'æθәns	n. 雅典(希腊首都)	n.	5486	0			ecdict_complete	
northeast	.nɒ:θ'i:st	n. 东北\na. 东北的, 向东北的, 来自东北的\nadv. 向东北, 来自东北	n.	16006	4122			ecdict_complete	
downloaded	ˈdaunləudid	v. 将（程序, 资料等）从大计算机系统输入小计算机系统, 下载( download的过去式和过去分词 )	v.	0	32103		0:download/1:dp	ecdict_complete	
judges	'dʒʌdʒiz	n. 士师记（又译《民长记》, 旧约全书之一卷）	n.	0	0		0:judge/1:s3	ecdict_complete	
retired	ri'taiәd	a. 隐退的, 退休的, 退役的\n[经] 退休的, 已收回的	a.	5236	3670		0:retire/1:pd/d:retired/p:retired	ecdict_complete	
decades	ˈdekeidz	n. 十年, 十年间( decade的复数形式 )	n.	0	0		0:decade/1:s	ecdict_complete	
bracelet	'breislit	n. 手镯\n[医] 手镯, 腕带, 腕纹(掌侧横列腕部的线纹)	n.	12021	7400		s:bracelets	ecdict_complete	
juvenile	'dʒu:vinail	n. 少年, 少年读物\na. 少年的, 不成熟的, 适于少年的	n.	7801	5261		s:juveniles	ecdict_complete	
injection	in'dʒekʃәn	n. 注射, 注射剂\n[化] 注入 / 注射	n.	4565	5734		s:injections	ecdict_complete	
yorkshire	'jɔ:kʃә	n. 约克郡, 约克王朝	n.	2054	0			ecdict_complete	
populations	pɒpjʊ'leɪʃnz	n. 人口( population的复数形式 ) / 全体居民 / 特定人[动物]群	n.	0	0		0:population/1:s	ecdict_complete	
protective	prә'tektiv	a. 给予保护的, 保护的\n[医] 保护的, 防护的, 保护剂, 保护物, 油绸	a.	4668	4114			ecdict_complete	
afraid	ә'freid	a. 害怕的, 恐怕的, 遗憾的	a.	1562	1400			ecdict_complete	
acoustic	ә'ku:stik	a. 听觉的, 声学的, 音响的\n[医] 听的 / 声学的	a.	9232	10194		s:acoustics	ecdict_complete	
railway	'reilwei	n. 铁路, 轨道\n[经] 铁路	n.	1099	8369		s:railways	ecdict_complete	
cassette	kæ'set	n. 盒式磁带, 珠宝箱, 暗盒\n[计] 字盒	n.	5251	8210		s:cassettes	ecdict_complete	
initially	i'niʃәli	adv. 最初, 开头	adv.	2289	2715			ecdict_complete	
indicator	'indikeitә	n. 指示器, 指示剂, 指标\n[计] 指示器	n.	3574	3892		s:indicators	ecdict_complete	
pointed	'pɒintid	a. 尖的, 有尖顶的, 锐利的, 率直的, 显然的	a.	8466	9035		0:point/1:pd/p:pointed/d:pointed	ecdict_complete	
mistake	mis'teik	n. 错误, 误会\nvi. 犯错, 误认\nvt. 误解, 弄错\n[计] 错误	n.	1751	1430		s:mistakes/d:mistaken/i:mistaking/p:mistook/3:mistakes	ecdict_complete	
locked	lɔkt	a. 上锁的；不灵活的；下定决心的	a.	9805	10214		0:lock/1:dp/d:locked/p:locked	ecdict_complete	
eliminate	i'limineit	vt. 除去, 排除, 剔除, 消除	vt.	3110	1838		d:eliminated/i:eliminating/3:eliminates/p:eliminated	ecdict_complete	
fusion	'fju:ʒәn	n. 熔合物, 结合, 熔合\n[化] 熔融 / 熔化 / 聚变	n.	5165	7242		s:fusions	ecdict_complete	
mineral	'minәrәl	n. 矿物, 无机物, 苏打水\na. 矿物的, 似矿物的	n.	3212	4583		s:minerals	ecdict_complete	
ruby	'ru:bi	n. 红宝石, 深红色\na. 红宝石色的, 深红色的\nvt. 使带红宝石色	n.	12800	37798		s:rubies	ecdict_complete	
steering	'stiәriŋ	n. 掌舵, 操纵, 指导	n.	6921	6341		0:steer/1:i/i:steering	ecdict_complete	
fortune	'fɒ:tʃәn	n. 财富, 运气, 兴隆, 大量财产, 好运, 命运\n[法] 命运, 财产, 大量财产	n.	2626	2703		s:fortunes	ecdict_complete	
preference	'prefәrәns	n. 偏爱, 优先, 喜爱物\n[计] 首选项	n.	2642	3022		s:preferences	ecdict_complete	
canvas	'kænvәs	n. 帆布, 画布, 油画\n[化] 帆布	n.	4541	3732		s:canvases/i:canvassing/d:canvassed/p:canvassed/3:canvases	ecdict_complete	
threshold	'θreʃәuld	n. 门槛, 入口, 开端, 阈\n[计] 阈 / 阈值	n.	4990	4724		s:thresholds	ecdict_complete	
parish	'pæriʃ	n. 教区, 堂区\n[法] 救贫区, 教区	n.	1963	4571		s:parishes	ecdict_complete	
cemetery	'semitәri	n. 墓地, 公墓\n[法] 公墓, 墓地	n.	5666	4589		s:cemeteries	ecdict_complete	
planner	'plænә	n. 计划者, 设计者, 安排者\n[机] 刨床机	n.	5121	4500		s:planners	ecdict_complete	
croatia	krәu'eiʃjә	n. 克罗地亚	n.	6815	0			ecdict_complete	
stadium	'steidiәm	n. 露天大型运动场\n[医] 期, 病期	n.	5803	4128		s:stadia	ecdict_complete	
venezuela	,vene'zweilә	n. 委内瑞拉	n.	10805	0			ecdict_complete	
exploration	.eksplә'reiʃәn	n. 探险, 踏勘, 探测\n[医] 探察	n.	4004	3885		s:explorations	ecdict_complete	
mins	minz	abbr. 需监护的未成年人（Minors In Need of Supervision）；分钟（minutes）；微惯性导航系统（micro inertial navigation system）	abbr.	0	0		0:min/1:s	ecdict_complete	
fewer	'fju:ә	a. 较少的	a.	2657	1966			ecdict_complete	
sequences	ˈsi:kwənsiz	n. 后果( sequence的名词复数 ) / （纸牌中的）顺牌 / 有关联的一组事物 / （电影中表现同一主题或场面的）一组镜头	n.	0	0		0:sequence/1:s	ecdict_complete	
coupon	'ku:pɒn	n. 息票, 赠券\n[经] 息票, 利息单, 联票	n.	6650	10119		s:coupons	ecdict_complete	
stem	stem	n. 茎, 干, 柄, 船首, 血统, 堵塞物\nvt. 摘掉茎, 装柄于, 阻止, 堵住, 逆行\nvi. 堵住, 逆行	n.	4527	3414		s:stems/p:stemmed/i:stemming/3:stems/d:stemmed	ecdict_complete	
proxy	'prɒksi	n. 代理, 代理人, 委托书\n[经] 代理人, 代表权, 授权书	n.	10247	9178		s:proxies/d:proxied/p:proxied	ecdict_complete	
astronomy	ә'strɒnәmi	n. 天文学	n.	10702	6469			ecdict_complete	
opt	ɒpt	vi. 选择	vi.	3825	4704		i:opting/d:opted/p:opted/3:opts	ecdict_complete	
contests	kənˈtests	v. 争夺, 竞争( contest的第三人称单数 ) / 争辩, 提出异议	v.	0	0		0:contest/1:s3	ecdict_complete	
flu	flu:	n. 流感, 流行性感冒	n.	8041	5662			ecdict_complete	
translate	træns'leit	vt. 翻译, 解释, 转化, 转变为, 调动\nvi. 翻译, 被译\n[计] 转换	vt.	3281	2729		d:translated/i:translating/3:translates/p:translated	ecdict_complete	
announces	əˈnaunsiz	v. 宣布, 宣告, 发表( announce的第三人称单数 ) / （尤指通过广播）通知 / 通报…到达 / 声称	v.	0	0		0:announce/1:3	ecdict_complete	
costume	'kɒstju:m	n. 装束, 服装	n.	5080	4152		s:costumes/p:costumed/d:costumed/i:costuming/3:costumes	ecdict_complete	
berkeley	'bɑ:kli, 'bә:kli	n. 伯克利（姓氏）；贝克莱（爱尔兰主教及哲学家）；伯克利（美国港市）	n.	8189	0			ecdict_complete	
killer	'kilә	n. (非正式)杀人者, 屠杀者, 猛兽, 致死(疾病), 杀手, 止痛药, 限制器, 瞄准器\n[计] 删除程序 / 断路器	n.	3690	2613		s:killers	ecdict_complete	
bikes	baiks	n. 自行车( bike的名词复数 )\nv. 自行车( bike的第三人称单数 )	n.	0	0		1:s3/0:bike	ecdict_complete	
adjusted	ә'dʒʌstid	a. 调整过的\n[机] 调节了的	a.	26060	14550		0:adjust/1:dp/d:adjusted	ecdict_complete	
rap	ræp	n. 轻敲, 拍击, 责骂, 无价值的东西\nvt. 轻敲, 厉声说出, 叱责, 抢走, 使着迷\nvi. 敲击, 发敲击声, 交谈, 同情\n[计] 随机存取程序, 资源分配处理器, 常驻汇编程序	n.	10521	5303		p:rapped/3:raps/d:rapped/i:rapping/s:raps	ecdict_complete	
tune	tju:n	n. 歌曲, 主旋律, 心情, 声调, 和谐, 一致, 语调, 程度\nvt. 为...调音, 调整, 调谐, 使一致\nvi. 协调, 调谐	n.	3770	3646		s:tunes/d:tuned/i:tuning/p:tuned/3:tunes	ecdict_complete	
bishop	'biʃәp	n. 主教, (国际象棋中的)象, 热果子酒	n.	2221	3437		s:bishops	ecdict_complete	
corn	kɒ:n	n. 玉蜀黍, 谷类, 谷粒, 鸡眼\nvt. 使成颗粒, 腌	n.	4957	2448		s:corns/i:corning/p:corned/3:corns/d:corned	ecdict_complete	
shaped	ʃeipt	a. 成某种形状的, 制成一定形状的, 有某种形状的, 合适的, 计划好的, 有目标的\n[医] 具形的, 形似的	a.	8504	11479		0:shape/1:dp/d:shaped/p:shaped	ecdict_complete	
compression	kәm'preʃәn	n. 压缩, 压紧\n[计] 压缩	n.	8171	8364		s:compressions	ecdict_complete	
seasonal	'si:znәl	a. 季节的, 依照季节的, 周期性的\n[经] 季节性的, 季节的	a.	6141	6279		s:seasonals	ecdict_complete	
establishing	isˈtæbliʃɪŋ	v. 建立( establish的现在分词 ) / 确定 / [植物学]使（植物）定植 / 使成为	v.	33101	30416		0:establish/1:i/i:establishing	ecdict_complete	
farmer	'fɑ:mә	n. 农夫, 农场主\n[法] 农民, 农场主, 承包者	n.	1333	1589		s:farmers	ecdict_complete	
counters	ˈkauntəz	n. 柜台( counter的名词复数 ) / （对意见、态度等的）反对 / 计数器 / （某些棋盘游戏的）筹码	n.	0	0		0:counter/1:s3	ecdict_complete	
constitutional	.kɒnsti'tju:ʃәnl	a. 宪法的, 立宪的, 体质的\n[医] 全身的 / 体质的	a.	2677	2689			ecdict_complete	
perfectly	'pә:fiktli	adv. 完全地, 无瑕疵地, 完整地	adv.	2036	2435			ecdict_complete	
tin	tin	n. 锡, 马口铁, 罐头\nvt. 在...镀锡于\na. 锡制的\n[计] tin阅读程序	n.	2956	5424		s:tins/i:tinning/d:tinned/p:tinned/3:tins	ecdict_complete	
slave	sleiv	n. 奴隶, 从动装置, 卑鄙的人\nvi. 拼命工作\n[计] 从设备	n.	3948	2727		s:slaves/i:slaving/d:slaved/p:slaved/3:slaves	ecdict_complete	
instantly	'instәntli	adv. 立即地, 即刻地	adv.	4123	4170			ecdict_complete	
norfolk	'nɒ:fәk	n. 诺福克(英格兰郡名)	n.	4573	0			ecdict_complete	
coaching	'kәutʃiŋ	n. 辅导；教练技术	n.	9066	5781		0:coach/1:i/i:coaching	ecdict_complete	
trek	trek	vi. 牛拉货车, 艰苦跋涉\nn. 牛车旅行, 艰苦跋涉	vi.	11501	9100		i:trekking/p:trekked/s:treks/d:trekked/3:treks	ecdict_complete	
litigation	.liti'geiʃәn	n. 诉讼, 起诉\n[经] 诉讼, 纠葛	n.	6754	5216		s:litigations	ecdict_complete	
submissions	səb'mɪʃnz	n. 提交( submission的复数形式 ) / 屈从 / 归顺 / <律>向法官或陪审团提出的意见或论据	n.	0	0		0:submission/1:s	ecdict_complete	
painted	'peintid	a. 描画的, 着色的, 刷上油漆的, 涂脂抹粉的, 矫揉造作的	a.	7117	6503		0:paint/1:dp/d:painted/p:painted	ecdict_complete	
broadcasting	'brɒ:dkæstiŋ	n. 广播\n[电] 广播	n.	4227	8315		0:broadcast/1:i/i:broadcasting	ecdict_complete	
horizontal	.hɒri'zɒntәl	n. 水平线, 水平面, 水平位置\na. 水平线的, 平坦的, 横的\nn. 水平\n[计] 水平	n.	5097	6000		s:horizontals	ecdict_complete	
artwork	'ɑ:twә:k	n. 插图, 艺术作品\n[计] 原图	n.	10371	6219		s:artworks	ecdict_complete	
cosmetic	kɒz'metik	n. 化妆品\na. 化妆用的	n.	9867	8341		s:cosmetics	ecdict_complete	
